175.00	150.00	-0.085541
moveable	movable	0.026407856
Accomodation	Accommodation	-0.1429639
0.37	0.24	-0.06580088
tumours	tumors	0.003939686
Iam	'm	-0.12605232
Ð	â	-0.093165815
randomised	randomized	0.0010851583
lastest	latest	-0.04364881
13.50	12.50	-0.08310268
SOOO	too	-0.14391944
2,600	2,000	0.056054596
specialities	specialties	-0.017974092
?!?!?	???	-0.21377039
36,000	30,000	0.04294852
180,000	200,000	0.037581492
19,000	30,000	0.05573676
match-up	matchup	0.03744527
GLBT	LGBT	0.025248488
74.99	69.99	-0.090865366
Analyses	Analysis	-0.06503249
lik	like	-0.17095345
CAME	HAVE	-0.22345708
wana	wanna	-0.16955233
hahahah	hahaha	-0.19537023
throught	through	-0.042666066
lenght	length	-0.09562491
2004-05	2007-08	-0.008978856
mistrust	distrust	0.025740013
realises	realizes	0.003999938
dosent	doesnt	-0.16917987
85,000	60,000	0.019433765
017	003	-0.15770158
14m	8m	-0.103165366
becasue	because	-0.105949976
28-year-old	25-year-old	0.018910931
tshirts	shirts	-0.042405766
:-P	:-)	-0.09506124
customise	customize	-0.03476054
quintet	quartet	0.026320197
13m	8m	-0.101339325
refering	referring	-0.041240286
wut	what	-0.18717107
hippy	hippie	-0.02762397
16m	8m	-0.09943254
cafés	cafes	0.021653337
light-weight	lightweight	0.0286235
multi-disciplinary	multidisciplinary	0.055862352
.64	.24	-0.046944574
web-sites	websites	-0.023406541
absolutly	absolutely	-0.11678174
publically	publicly	0.023062967
posses	possess	0.02068769
uhh	uh	-0.15185902
sux	but	-0.18116821
tranquillity	tranquility	-0.022215562
sence	sense	-0.1656529
018	003	-0.15602174
remeber	remember	-0.17032531
allways	always	-0.15113647
recognisable	recognizable	0.06654701
worshiping	worshipping	-0.017852169
0.41	0.24	-0.06598633
a.k.a	aka	-0.04803662
35.99	39.99	-0.11024726
co-ordination	coordination	0.06326749
Tshirt	T-shirt	-0.17034338
occuring	occurring	0.029979488
130.00	150.00	-0.111773275
e-mailing	emailing	-0.0062248935
youd	you	-0.11412821
frickin	freakin	-0.113642626
stil	still	-0.14131238
175,000	150,000	-0.013040265
2003-04	2007-08	-0.017132718
layed	laid	-0.103182845
wonderfull	wonderful	-0.14331529
fulltime	full-time	0.023244374
wot	what	-0.16131705
mor	more	-0.098833695
14.50	12.50	-0.11530197
jsut	just	-0.13154246
28.99	29.99	-0.12951063
16.50	12.50	-0.105918445
helpfull	helpful	-0.13087107
17m	8m	-0.106570095
watchin	watching	-0.15994385
totaly	totally	-0.15230338
0.48	0.24	-0.08194807
existance	existence	-0.04276214
buisness	business	-0.10676174
definitly	definitely	-0.16126503
.72	.26	-0.058368206
31.99	29.99	-0.121269785
26.95	24.95	-0.123945124
sry	sorry	-0.18959683
109.99	89.99	-0.10128004
249.99	199.99	-0.11045631
xDD	xD	-0.19977102
actualy	actually	-0.16172656
gona	gonna	-0.1905249
preexisting	pre-existing	0.05482214
tryed	tried	-0.19272473
23.95	19.95	-0.1223634
7-4	5-2	-0.07879846
predominately	predominantly	0.10718025
omfg	omg	-0.21442774
standup	stand-up	-0.02994749
smirked	smiled	-0.11267039
3,600	4,000	0.02593007
heros	heroes	-0.06575632
27.95	24.95	-0.11727427
embarassing	embarrassing	-0.07427097
shud	should	-0.14478995
post-season	postseason	0.038360734
transfered	transferred	-0.05483126
O.O	OMG	-0.22074509
arguement	argument	-0.09468569
enviroment	environment	-0.062233195
ahaha	haha	-0.17362067
hott	hot	-0.1701355
USB2	USB	-0.12288967
8-3	5-2	-0.090614505
re-create	recreate	0.025246626
031	011	-0.17225882
re-open	reopen	0.008375453
eMail	e-mail	-0.091041125
AMi	PMI	-0.15380879
180.00	150.00	-0.12615462
WalMart	Wal-Mart	-0.014446655
definatly	definitely	-0.1737019
0.46	0.24	-0.08659204
.82	.26	-0.06896425
Kubuntu	Ubuntu	-0.14078507
week-end	weekend	-0.034977976
synch	sync	-0.05108573
orginal	original	-0.11184736
!?!?	?!	-0.23854965
170,000	200,000	0.00838442
offical	official	-0.055775855
.93	.26	-0.08294627
prefered	preferred	-0.09134904
22m	8m	-0.11457557
6.49	5.99	-0.1353089
Awsome	Awesome	-0.24088909
multi-national	multinational	0.04408245
SOOOO	SOOO	-0.16756609
fuk	fuck	-0.21514605
benefitting	benefiting	0.042871717
Wtf	why	-0.28957066
.84	.24	-0.07250671
33,000	30,000	0.023747694
foward	forward	-0.116078526
seperated	separated	-0.06340009
139.99	99.99	-0.11566828
amatuer	amateur	-0.06875179
12,500	15,000	0.0017575765
knw	know	-0.16793853
taht	that	-0.12831725
manmade	man-made	0.015554248
19m	8m	-0.120917864
wht	what	-0.18138912
.86	.26	-0.06938797
thay	they	-0.15413113
Ahhhh	Ahhh	-0.19990242
1,350	1,400	-0.026778901
135.00	125.00	-0.1253859
21m	8m	-0.13712634
agressive	aggressive	-0.05780501
powerfull	powerful	-0.12222195
customisation	customization	-0.065339394
co-ordinate	coordinate	0.029708268
liek	like	-0.18765858
179.99	199.99	-0.120332636
8,500	6,000	0.006635104
650,000	300,000	-0.0012363571
mistaking	mistaken	-0.050415862
HORRIBLE	terrible	-0.13580373
uhm	uh	-0.15390432
guerilla	guerrilla	0.009292892
excercise	exercise	-0.064961344
civilised	civilized	-0.025016442
noticable	noticeable	-0.09035939
succesful	successful	-0.043807272
36.99	39.99	-0.13657816
??!	?!	-0.22390142
Nichole	Nicole	-0.121963695
23m	8m	-0.12786311
guage	gauge	-0.06420335
Meagan	Megan	-0.13460791
seperately	separately	-0.095373824
Ooooh	Oooh	-0.19037312
Pavillion	Pavilion	-0.09608229
jewelery	jewelry	-0.049572505
45m	30m	-0.11306804
2002-03	2007-08	-0.040808626
nvm	hmm	-0.16946244
Mmmmm	Mmmm	-0.2109827
?!!!	?!?	-0.26131278
54.95	59.95	-0.14545035
pro-active	proactive	0.02021757
Inevitably	inevitable	-0.20724674
havnt	havent	-0.166975
WW1	WWI	-0.07031645
25.95	24.95	-0.13422458
looses	loses	-0.0629139
straight-forward	straightforward	0.0025837803
115.00	125.00	-0.12748842
icecream	ice-cream	-0.10659625
.87	.26	-0.07290345
hangin	hanging	-0.1740789
adrenalin	adrenaline	-0.041820496
FUCKIN	FUCKING	-0.26020676
26m	8m	-0.13684237
Colourful	Colorful	-0.1483831
31-year-old	25-year-old	-0.02273046
159.99	149.99	-0.13150404
co-operate	cooperate	-0.0021606737
befor	before	-0.19258764
rediculous	ridiculous	-0.14608486
Erm	Hmm	-0.23077711
LGBTQ	LGBT	0.004727679
32-year-old	25-year-old	-0.029888267
fucken	fuckin	-0.23854801
0.54	0.24	-0.10157374
pp. 	pp.	-0.17110148
beatiful	beautiful	-0.156818
reelected	re-elected	-0.04239646
XSL	XML	-0.14278229
visualisation	visualization	0.004321597
tellin	telling	-0.20791551
co-ordinated	coordinated	0.056944985
Caf	Café	-0.06935192
hte	the	-0.10508659
38,000	30,000	0.0017634865
gasses	gases	-0.026078146
dats	thats	-0.19911136
AMThat	PMThat	-0.12654938
42,000	30,000	0.003534572
re-opened	reopened	0.0022979542
25-year	20-year	0.04153742
re-install	reinstall	-0.098430455
verry	very	-0.19924468
Co-operation	Cooperation	-0.07610646
051	011	-0.20781843
225,000	200,000	-0.042931844
everthing	everything	-0.14297378
Kathie	Kathy	-0.10869872
Muhammed	Muhammad	-0.045617696
consistant	consistent	-0.089765154
37.99	39.99	-0.1505255
equiped	equipped	-0.09686994
RD.	RD	-0.22420068
allready	already	-0.16453002
a.m	a.m.	-0.067611635
105.00	90.00	-0.14548877
Anywho	Anyway	-0.25634563
'02	'04	-0.12377352
longterm	long-term	-0.013621562
pre-defined	predefined	0.018832145
tryna	trying	-0.15716036
2-9	2-5	-0.094257705
re-write	rewrite	-0.04658677
infomation	information	-0.15942703
043	011	-0.20913014
Moslem	Muslim	-0.025803514
characterisation	characterization	0.026904447
Definately	Definitely	-0.2737919
036	004	-0.20292994
17:13	17:14	-0.17768803
0.57	0.24	-0.11032541
!!?	?!	-0.28826022
／	（	-0.17801233
coulda	could	-0.16441694
embarassed	embarrassed	-0.14320634
tommorow	tomorrow	-0.18122485
writting	writing	-0.13037446
waitin	waiting	-0.15754901
31m	28m	-0.15046875
3,300	4,000	0.0067025824
U.K	UK	-0.060082514
Awwww	Awww	-0.24134387
4-9	2-5	-0.09231814
centralised	centralized	0.033500813
35-year-old	30-year-old	-0.017424557
29m	19m	-0.1538271
sub-prime	subprime	0.010841932
managment	management	-0.05617202
freinds	friends	-0.18478315
accomodating	accommodating	-0.096829824
36m	35m	-0.14864942
yur	your	-0.16332254
sulphate	sulfate	-0.059567265
givin	giving	-0.20138834
duper	super	-0.12273416
34m	28m	-0.15992405
Carribean	Caribbean	-0.08064381
weeklong	week-long	0.0436692
34,000	30,000	-0.010645912
though.	though	-0.14433146
multi-cultural	multicultural	0.0029997563
somethin'	something	-0.1600973
59m	9h	-0.17361255
mortified	horrified	-0.11457416
withdrawl	withdrawal	-0.09530343
hight	high	-0.13582908
new-found	newfound	0.023573117
18.50	12.50	-0.15091933
WTH	WTF	-0.27870595
38m	35m	-0.15869145
tooo	too	-0.20803137
Uhm	Oh	-0.22293417
co-ordinator	coordinator	-0.0063288994
sittin	sitting	-0.18083072
descendents	descendants	-0.035977434
fukin	fuckin	-0.23927984
occassion	occasion	-0.09301019
145.00	125.00	-0.155314
37m	28m	-0.15031198
053	011	-0.2381049
breath-taking	breathtaking	-0.029877558
37.00	40.00	-0.15793012
tatoo	tattoo	-0.14244185
Uhh	Uh	-0.20675005
Rmx	Remix	-0.17357588
recieving	receiving	-0.085217334
committment	commitment	-0.026425071
offroad	off-road	-0.08125408
probly	probably	-0.21371405
42m	35m	-0.1574237
Ooo	Oh	-0.2134579
intrested	interested	-0.18388638
240,000	200,000	-0.019661283
anyday	anyway	-0.20592876
3,800	4,000	-0.0075336983
550,000	500,000	-0.053362817
33-year-old	25-year-old	-0.03539408
millenium	millennium	-0.05831765
079	011	-0.22643425
warmup	warm-up	-0.059637748
220,000	200,000	-0.035410468
lov	love	-0.23732674
nation-wide	nationwide	0.04046634
'till	'til	-0.12503323
experiance	experience	-0.15417981
CDROM	CD-ROM	-0.101584285
39m	28m	-0.17555498
emphasises	emphasizes	0.008780137
37,000	30,000	-0.010784516
64.95	59.95	-0.15195754
activites	activities	-0.03543221
047	004	-0.23667261
night-time	nighttime	0.019143414
Coz	So	-0.24422863
grass-roots	grassroots	0.026100937
43m	35m	-0.17153068
44m	35m	-0.17589906
41m	28m	-0.16394746
melancholic	melancholy	-0.035072673
:d	;)	-0.24051295
46m	35m	-0.17089292
YOu	So	-0.23807393
2001-02	2007-08	-0.058616105
Isnt	It	-0.24876407
48m	35m	-0.1682475
34-year-old	25-year-old	-0.03782872
antiwar	anti-war	-0.023953667
summarised	summarized	-0.0019711729
064	011	-0.241687
reciever	receiver	-0.11081964
mmmmm	mmmm	-0.21488589
-8:30	6:30	-0.12483038
Tshirts	T-shirts	-0.18641405
3,400	4,000	-0.0060458845
74.95	69.95	-0.14664733
babys	babies	-0.13235895
84.99	79.99	-0.12784019
4,200	4,000	-0.019110234
47m	35m	-0.16244943
95,000	60,000	-0.038819358
275,000	250,000	-0.066100664
54m	35m	-0.17655148
33.99	29.99	-0.16543078
rmx	remix	-0.16149624
52m	35m	-0.16555278
42.99	39.99	-0.16071104
geting	getting	-0.20746997
collectables	collectibles	-0.07750807
-9:00	9:00	-0.12999865
1,050	1,200	-0.06135229
28.95	29.95	-0.16130786
56m	35m	-0.17811833
whe	when	-0.15015595
programing	programming	-0.07365881
51m	28m	-0.18595237
1,750	1,500	-0.027002469
Ooops	Oops	-0.2553567
dieing	dying	-0.1749675
53m	3h	-0.18551743
backround	background	-0.1847489
58m	8h	-0.17845966
19:49	19:48	-0.2132107
57m	37m	-0.1837027
nother	another	-0.1787505
230,000	300,000	-0.036261182
wining	winning	-0.06458084
creat	create	-0.14894325
nontraditional	non-traditional	0.031668317
scepticism	skepticism	-0.017696595
48,000	30,000	-0.03224335
Qaddafi	Gaddafi	-0.04242524
disapointed	disappointed	-0.21037844
30-35	20-25	-0.082450494
scifi	sci-fi	-0.07448508
ahhhh	ahhh	-0.21920727
poeple	people	-0.19133142
ahve	have	-0.19688854
avaliable	available	-0.15410179
2,900	2,000	-0.022017775
keepin	keeping	-0.18496864
29,000	30,000	-0.026304327
170.00	150.00	-0.1546713
shyt	shit	-0.21337113
ingame	in-game	-0.12111912
minimising	minimizing	-0.005592317
 name@domain.com	name@domain.com	-0.17459108
acces	access	-0.10291407
singin	singing	-0.20785557
enought	enough	-0.15941212
indepth	in-depth	-0.0865998
becouse	because	-0.24099676
Hizbullah	Hezbollah	-0.032250427
anaesthesia	anesthesia	-0.032333583
anti-bacterial	antibacterial	-0.095358714
totalled	totaled	-0.07652332
38.99	39.99	-0.16019565
275.00	125.00	-0.15342796
35-40	15-20	-0.09748581
somone	someone	-0.19410102
off-shore	offshore	0.019227698
p.s	yes	-0.2263975
heheh	hehe	-0.17893037
resturant	restaurant	-0.13779129
084	011	-0.22315083
Issac	Isaac	-0.1313102
Adress	Address	-0.25759664
freind	friend	-0.22807933
31,000	30,000	-0.02764282
dancin	dancing	-0.20375529
AWSOME	AWESOME	-0.28833875
Malcom	Malcolm	-0.13438839
45.99	39.99	-0.15738091
over-sized	oversized	-0.040443458
phosphorous	phosphorus	-0.04521882
11mm	10mm	-0.16990246
▐	█	-0.26156798
post-modern	postmodern	-0.023866285
diggin	digging	-0.2118169
refered	referred	-0.12965304
extremly	extremely	-0.17041232
intresting	interesting	-0.20892426
reestablish	re-establish	-0.034792013
37-year-old	25-year-old	-0.06534599
summarise	summarize	-0.04811347
worshipers	worshippers	-0.03307983
polices	policies	-0.02701637
XDD	XD	-0.26416153
re-used	reused	-0.06139459
jst	just	-0.21377921
AMWell	PMWell	-0.19544607
115,000	150,000	-0.054360345
xP	=P	-0.22613356
mind-set	mindset	-0.035784602
pron	porn	-0.16653746
imbedded	embedded	-0.032817457
47.99	39.99	-0.17295057
appartment	apartment	-0.13080312
policy-makers	policymakers	0.011007639
2000-01	2007-08	-0.06970797
Hahah	Haha	-0.32857
AMIf	PMIf	-0.18395895
re-think	rethink	-0.09134516
mornin	morning	-0.18570937
850,000	300,000	-0.04859041
basicly	basically	-0.20071872
finaly	finally	-0.22126827
4,800	4,000	-0.0316851
beeing	being	-0.16307826
story-telling	storytelling	-0.013276001
out.	out	-0.15585196
36-year-old	25-year-old	-0.056562588
44,000	30,000	-0.025380079
fund-raiser	fundraiser	-0.022596845
counter-productive	counterproductive	-0.07055389
tought	thought	-0.2270315
persisting	persistent	-0.020492798
rereading	re-reading	-0.058011323
again.	again	-0.17799076
cussing	cursing	-0.14047143
aprox	approx	-0.18483098
fibreglass	fiberglass	-0.091049634
-5:00	9:00	-0.15015906
1-13	1-7	-0.13520922
10,500	12,000	-0.043717705
'01	'04	-0.14619774
wherefore	therefore	-0.12516107
callin	calling	-0.21438093
41.99	39.99	-0.17047039
occassions	occasions	-0.11005932
pple	ppl	-0.17665128
Calender	Calendar	-0.15967734
developement	development	-0.11281997
differnt	different	-0.17688017
greatful	grateful	-0.20193313
L.A	L.A.	-0.1336444
sooth	soothe	-0.11242155
190.00	150.00	-0.1803466
9.49	8.99	-0.15966658
labours	labors	-0.0722336
iPad2	iPad	-0.11358975
utilises	utilizes	-0.019453106
109.95	99.95	-0.15229231
hoody	hoodie	-0.13014564
adaption	adaptation	-0.03216655
135,000	150,000	-0.059676606
-8:00	6:00	-0.14483137
wold	would	-0.18692666
pricy	pricey	-0.10473672
fron	from	-0.17687401
posible	possible	-0.2024239
cryin	crying	-0.2160418
Heros	Heroes	-0.2037534
re-opening	reopening	-0.0194008
Crises	Crisis	-0.13188912
fren	friend	-0.1885805
neccessary	necessary	-0.12535831
litle	little	-0.18922882
190,000	200,000	-0.0656843
220.00	150.00	-0.17870007
comercial	commercial	-0.16882361
re-design	redesign	-0.051343817
Wal-mart	Walmart	-0.07816491
excelent	excellent	-0.18785717
Jenifer	Jennifer	-0.19189061
!!??	???	-0.2875653
beter	better	-0.22612233
eNewsletter	newsletter	-0.1387799
1,650	1,500	-0.07516722
3,700	4,000	-0.03700675
47,000	30,000	-0.043375615
state-wide	statewide	0.040168684
goood	good	-0.25532627
damm	damn	-0.24553381
develope	develop	-0.1469721
beggining	beginning	-0.22874564
computerised	computerized	-0.028945593
turn-around	turnaround	-0.039245337
diferent	different	-0.20777287
licenced	licensed	-0.06838663
definetely	definitely	-0.22141822
immediatly	immediately	-0.16087729
├	â	-0.25157842
43,000	30,000	-0.04189531
stabilise	stabilize	-0.03116713
yearlong	year-long	0.0059725433
srry	sorry	-0.26530293
36.95	39.95	-0.18195659
acheive	achieve	-0.11018736
thts	thats	-0.25304997
drivin	driving	-0.22343521
nongovernmental	non-governmental	-0.017152078
desireable	desirable	-0.14277792
outa	out	-0.2545678
recipies	recipes	-0.119104266
sculptured	sculpted	-0.108787514
WONT	NOT	-0.2843473
accesories	accessories	-0.14702842
curiousity	curiosity	-0.12822382
marginalised	marginalized	-0.04434352
35.95	39.95	-0.18245028
absolutley	absolutely	-0.1834282
ourself	yourself	-0.115806565
10.49	11.99	-0.1849634
46,000	30,000	-0.047943667
gov.	gov	-0.1123897
sucess	success	-0.15334114
cofounder	co-founder	-0.0896261
useing	using	-0.24556606
othe	other	-0.16377911
145,000	150,000	-0.08825262
intersting	interesting	-0.18230125
puttin	putting	-0.237013
archeology	archaeology	-0.035973523
life-style	lifestyle	-0.044344917
intrest	interest	-0.156935
dere	there	-0.2300057
rightwing	right-wing	-0.04638827
visualise	visualize	-0.07949432
coauthor	co-author	-0.10230393
Offical	Official	-0.24059455
leukaemia	leukemia	-0.055283885
mosquitos	mosquitoes	-0.1134068
-7:30	6:30	-0.14159438
189.99	199.99	-0.16516757
700.00	500.00	-0.1688201
shoud	should	-0.213511
9,500	6,000	-0.047626283
349.99	299.99	-0.15773688
extra-curricular	extracurricular	-0.024269447
2day	today	-0.2238659
vidio	video	-0.20063002
abou	about	-0.18704012
-5149	-5148	-0.18956693
extention	extension	-0.14214362
part3	part2	-0.20373937
Shi'ite	Shiite	-0.04135799
arnt	arent	-0.19810386
awwww	awww	-0.2535522
3,100	3,000	-0.027845932
By-Laws	Bylaws	-0.078545
52,000	30,000	-0.04491353
D.C	D.C.	-0.11138572
occassionally	occasionally	-0.11708852
105,000	60,000	-0.071096584
coffe	coffee	-0.15183218
waht	what	-0.23209065
Moslems	Muslims	-0.09945543
325,000	300,000	-0.097210705
yor	your	-0.18558338
honouring	honoring	-0.031155856
ahah	haha	-0.26687142
confortable	comfortable	-0.16599452
enquired	inquired	-0.10195702
nxt	next	-0.18004224
esthetic	aesthetic	-0.026245257
customisable	customizable	-0.08448787
sh!t	shit	-0.2177247
E-mails	emails	-0.12763667
possiblity	possibility	-0.12453791
Artic	Arctic	-0.13705213
hand-written	handwritten	-0.0074750944
privat	private	-0.17473698
repellant	repellent	-0.11207282
carefull	careful	-0.22166593
210,000	200,000	-0.08678057
Fransisco	Francisco	-0.11562965
heart-warming	heartwarming	-0.07454605
!?!?!	?!?	-0.3300959
anti-oxidant	antioxidant	-0.1008093
NWOT	NWT	-0.21168321
flys	flies	-0.17257693
stabilisation	stabilization	-0.012783575
catagory	category	-0.16913751
strenght	strength	-0.12921724
recomended	recommended	-0.19537824
ehh	eh	-0.26418188
neva	never	-0.22145618
tounge	tongue	-0.20306495
higher-end	high-end	-0.0055548353
139.95	99.95	-0.17028151
optimising	optimizing	-0.042930998
e-bay	ebay	-0.14474244
tlie	tbe	-0.036354862
nickle	nickel	-0.122180164
drinkin	drinking	-0.18970598
day.	day	-0.16684897
vedio	video	-0.19444223
give-away	giveaway	-0.11693564
moisturiser	moisturizer	-0.095624074
bad-ass	badass	-0.12615347
240.00	150.00	-0.18010661
wiht	with	-0.24760938
frens	friends	-0.17618681
glamor	glamour	-0.07798572
milage	mileage	-0.14275323
260,000	300,000	-0.06003616
280,000	300,000	-0.07732985
over-all	overall	-0.045772057
bussiness	business	-0.16884804
Sooooo	soooo	-0.28566545
Jordon	Jordan	-0.14266491
paralysed	paralyzed	-0.08745614
12.49	11.99	-0.20568398
peices	pieces	-0.18585573
43.99	39.99	-0.1869954
unfavourable	unfavorable	-0.047752645
41.00	40.00	-0.19357698
grammer	grammar	-0.16426644
seperation	separation	-0.12312792
xray	x-ray	-0.118282974
CUZ	BUT	-0.30435458
withing	within	-0.1096669
beacuse	because	-0.25627854
theists	atheists	-0.09709154
nontoxic	non-toxic	-0.08418729
nvr	never	-0.20051166
anti-oxidants	antioxidants	-0.09708626
Lolz	Lol	-0.38475198
convertor	converter	-0.1319072
vey	very	-0.18038115
ahahaha	hahaha	-0.28148723
post-doctoral	postdoctoral	-0.042239867
ffs	yes	-0.25135714
eatin	eating	-0.21689971
co-ordinating	coordinating	0.0024896064
ginormous	enormous	-0.08478618
E.U.	EU	-0.07334241
Virgina	Virginia	-0.1375943
SOOOOO	SOOOO	-0.23022446
sweety	sweetie	-0.23033802
nuthin	nothing	-0.24188267
preinstalled	pre-installed	-0.14636621
by-pass	bypass	-0.0718289
bcoz	coz	-0.1957207
explaination	explanation	-0.19525743
genious	genius	-0.20762616
fone	phone	-0.23145323
dowload	download	-0.15589888
alll	all	-0.25951824
hihi	hehe	-0.25247386
she/he	he/she	-0.07400987
51.00	60.00	-0.20182039
165,000	150,000	-0.09662074
39-year-old	25-year-old	-0.08380105
39,000	30,000	-0.059987556
aquired	acquired	-0.12904179
4,400	4,000	-0.05848602
beastiality	bestiality	-0.13488923
builtin	built-in	-0.12503463
thingie	thingy	-0.18088967
specialisation	specialization	-0.05583338
sould	should	-0.25199124
stoped	stopped	-0.25550508
antisemitism	anti-Semitism	-0.077902235
37.95	39.95	-0.20237081
42-year-old	30-year-old	-0.08684501
1,450	1,400	-0.08442508
hve	have	-0.21560402
practises	practices	-0.029549163
itz	it	-0.24972251
micheal	michael	-0.19901246
31.95	39.95	-0.20761344
awoken	woken	-0.13052915
-11:00	10:00	-0.16430049
agian	again	-0.3017286
arround	around	-0.2301965
busines	business	-0.10472741
choosen	chosen	-0.16202037
reoccurring	recurring	-0.054641873
haveing	having	-0.24957344
wih	with	-0.18780707
AMHey	AMHi	-0.2472806
askin	asking	-0.27536044
-9:30	8:30	-0.16519716
fuking	fucking	-0.26880282
infra-red	infrared	-0.06336251
futher	further	-0.1383846
fot	for	-0.21292013
54,000	30,000	-0.07467237
embarrasing	embarrassing	-0.20973872
41,000	30,000	-0.063632704
villian	villain	-0.16150694
xox	xoxo	-0.22835425
ladys	ladies	-0.18378766
frigging	friggin	-0.21943384
21.50	12.50	-0.20494753
sucessful	successful	-0.14282012
discernable	discernible	-0.065233864
trys	tries	-0.22477125
brining	bringing	-0.08512672
V.P.	VP	-0.14541918
fugly	ugly	-0.196975
beutiful	beautiful	-0.24315436
ummmm	ummm	-0.26393825
woud	would	-0.2297124
13,500	12,000	-0.07965819
allright	alright	-0.29616675
succesfully	successfully	-0.107585646
pH.	pH	-0.20249788
coverup	cover-up	-0.082509734
94.99	89.99	-0.16218853
self-defence	self-defense	-0.043909132
wtih	with	-0.17570311
